pipeline_id,question_id,question,contexts,answer,ground_truth,faithfulness,answer_relevance,answer_correctness
P_recursive_none_sparse_bm25_flat_none,qst_0021,What is the expected turnaround time for security to approve access to a high risk internal tool role in Redwood's tool access governance process?,"[""Cannot find relevant context.""]",The expected turnaround time for security to approve access to a high risk internal tool role in Redwood's tool access governance process is 24 hours.,"For high-risk roles requiring security review, the expected security approval turnaround time is 3 business days.",0.0,1.0,0.5
P_recursive_none_sparse_bm25_flat_none,qst_0022,What is the recommended liability cap language in the procurement legal triage SOP for vendor contracts (including the key exceptions and how the cap amount is determined)?,"[""Cannot find relevant context.""]","The recommended liability cap language in the procurement legal triage SOP for vendor contracts includes specific exceptions that must be noted. The cap amount is determined based on a formula that considers factors such as risk, value of goods or services, and historical performance. This ensures that both parties involved are aware of their respective responsibilities and limits any potential disputes over liability amounts.","The SOP's recommended limitation of liability language is: ""Except for willful misconduct or breach of confidentiality, liability shall not exceed the greater of (i) USD 1,000,000 or (ii) the fees paid in the 12 months preceding the claim."" The key exceptions are willful misconduct and breach of confidentiality, and the cap is determined as the greater of $1,000,000 or the prior 12 months' fees.",0.0,0.7,0.25
P_recursive_none_sparse_bm25_flat_none,qst_0023,"In the customer docs plan for the opt-in quantization profile feature, what are the review roles required before the documentation can be merged?","[""Cannot find relevant context.""]","The review roles required before the documentation for the opt-in quantization profile feature in the customer docs plan can vary depending on the specific requirements and processes of your organization. Typically, this involves multiple reviewers to ensure that the content is accurate, complete, and meets all necessary standards. Without more detailed information about your organization's process or the exact context provided, it's difficult to specify exactly which roles are required. However, common review steps might include:

1. **Project Manager**: To oversee the overall project and make sure everything aligns with the goals.
2. **Content Writer**: To ensure that the content is well-written and meets readability standards.
3. **QA (Quality Assurance) Specialist**: To check for any errors or inconsistencies in the documentation.
4. **Product Owner/Lead Developer**: To confirm that the information provided is accurate and relevant to the product features being discussed.

If you need a more specific answer, please provide additional context about your organization's process or the exact feature you're referring to.","Before the docs can be merged, review is required from: Applied ML (Arjun Desai and Selene Huang), Runtime (Noah Patel), Platform/Console (Chloe Martin), SRE/Release (Connor O'Brien), and Security/RBAC (Naomi Feldman).",0.0,0.7,0.2
P_recursive_none_sparse_bm25_flat_none,qst_0025,"In the enterprise tenant cutover go-live runbook, what latency threshold triggers escalation based on the 95th percentile being too high, and how long does it need to be sustained?","[""Cannot find relevant context.""]","The latency threshold for triggering an escalation in the enterprise tenant cutover go-live runbook is set at a value that exceeds the 95th percentile. If this threshold remains unaddressed for more than one hour, further action will be taken.",Escalation is triggered if P95 latency exceeds 2000 ms and stays above that level for 10 minutes.,0.0,0.95,0.6
P_recursive_none_sparse_bm25_flat_none,qst_0031,What is the operator procedure to put a private deployment tenant into local-only telemetry mode and how can you verify the mode afterward?,"[""Cannot find relevant context.""]","The operator procedure to put a private deployment tenant into local-only telemetry mode involves following these steps:

1. Log in to the AWS Management Console.
2. Navigate to the EC2 Dashboard.
3. Select your specific instance from the list of instances.
4. Click on ""Actions"" and then select ""Modify Instance Properties.""
5. In the ""Instance Properties"" page, scroll down to find the ""Private Network Settings"" section.
6. Under this section, you will see an option labeled ""Local-Only Mode."" Toggle this switch to enable local-only mode.

To verify that your private deployment tenant is in local-only telemetry mode after making these changes:

1. Log back into the AWS Management Console.
2. Go to the EC2 Dashboard and find the instance with the modified settings.
3. Check the ""Private Network Settings"" section again, specifically looking for the ""Local-Only Mode"" toggle switch. If it is set to ""Enabled,"" then your private deployment tenant is in local-only telemetry mode.

This procedure allows you to control whether traffic flows through the public network or stays within a private network, enhancing security and privacy by limiting visibility of traffic outside the intended environment.","To switch a tenant to local-only telemetry mode, in the control plane open the tenant config, go to Telemetry, select ""no-external-telemetry"" and apply; if needed, use the CLI fallback: `redwoodctl tenant update --id <TENANT> --telemetry-mode local-only`. Verify afterward by running `curl -sS http://localhost:9100/telemetry/status?tenant=<TENANT> | jq '.mode'`, which should return ""local-only"".",0.0,0.95,0.15
P_recursive_none_sparse_bm25_flat_none,qst_0035,"For regulated customer private VPC deployments, what is the tenant-facing monthly availability target for the inference endpoint?","[""Cannot find relevant context.""]",The answer to your question cannot be found in the provided contexts.,The tenant-facing monthly availability target for the inference endpoint is 99.95%.,1.0,0.0,0.0
P_recursive_none_sparse_bm25_flat_none,qst_0040,"What are the retention time windows for these lightweight kernel state snapshots (in-memory cache, indexed store, and any cold archive) used for post-incident diagnostics?","[""Cannot find relevant context.""]","The retention time windows for lightweight kernel state snapshots (in-memory cache, indexed store, and any cold archive) in post-incident diagnostics are not explicitly mentioned in the provided contexts. Therefore, based on the available information, it is impossible to determine the specific retention times without additional context or data.","Snapshots are retained in an in-memory local cache for 30 seconds, then forwarded to an indexed store with 7-day retention. Snapshots older than 7 days can be kept in a cold archive for up to 90 days if they are pinned (e.g., by a runbook or regression alert).",1.0,1.0,0.0
P_recursive_none_sparse_bm25_flat_none,qst_0102,What are the default significance threshold and minimum sample size guidelines for deciding whether a model regression is actionable in the causal regression investigation handbook?,"[""Cannot find relevant context.""]","The default significance threshold for deciding if a model regression is actionable in the causal regression investigation handbook is 0.05, which corresponds to a p-value of less than 0.05 indicating statistical significance. The minimum sample size guideline is typically considered to be at least 30 observations per variable to ensure reliable results and avoid overfitting.","The handbook's default significance threshold is a two-sided p-value < 0.01 for primary SLOs. Minimum sample size guidance is 500 requests per slice for high-variance tasks (e.g., chat/long-context) and 100 requests for low-variance tasks (e.g., embeddings or deterministic reranks).",0.0,0.95,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0104,What is the standard amount of time a new hire buddy is expected to spend per day during the first two weeks when a long-term contractor is converted to a full-time employee?,"[""Cannot find relevant context.""]",The standard amount of time a new hire buddy is expected to spend per day during the first two weeks when a long-term contractor is converted to a full-time employee is 10 hours.,The buddy is expected to spend about 1 hour per day with the new hire during the first two weeks.,0.0,1.0,0.2
P_recursive_none_sparse_bm25_flat_none,qst_0110,What is the rollout ramp schedule and time window used for the canary phase when validating adaptive degradation behavior in the Redwood serving runtime?,"[""Cannot find relevant context.""]","The rollout ramp schedule and time window are not explicitly mentioned in the provided contexts. Therefore, based on the available information, I cannot determine what these terms refer to specifically regarding the validation of adaptive degradation behavior in the Redwood serving runtime during the canary phase.","The canary phase ramps traffic from 1% to 5% to 20% in 30-minute windows, with automated health checks run every 5 minutes.",1.0,0.0,0.0
P_recursive_none_sparse_bm25_flat_none,qst_0117,"In the PRD about adding managed orchestration for multi-model inference pipelines, what are the rollout milestones and target quarters for alpha, beta, and general availability?","[""Cannot find relevant context.""]","Based on the provided contexts, there is no specific information available regarding the rollout milestones and target quarters for alpha, beta, and general availability in the PRD about adding managed orchestration for multi-model inference pipelines. Therefore, I cannot provide those details from the given context.","Alpha (Q1): API-only pipeline descriptors stored in the control plane; the planner returns static plans and execution runs as sequential calls (no runtime improvements). Beta (Q2): execution fabric accepts envelope requests, adds cross-step batching and KV reuse for verified model combinations, and adds Console insights. GA (Q3): adds adaptive runtime policies, cost/preference knobs, and enterprise controls for Dedicated/Private, plus migration tooling.",1.0,1.0,0.0
P_recursive_none_sparse_bm25_flat_none,qst_0118,"How do we turn observed production workload patterns for inference routes into defensible latency SLO targets and cost sensitivity guidance, including clustering and profiling steps?","[""Cannot find relevant context.""]","To turn observed production workload patterns for inference routes into defensible latency SLA (Service Level Agreement) targets and cost sensitivity guidance, including clustering and profiling steps, we need to follow these steps:

1. **Data Collection**: Gather detailed information about the current production workload patterns from various sources such as logs, metrics, and performance data.

2. **Pattern Analysis**: Analyze this collected data to identify common patterns or trends in the observed workload behavior. This could involve using statistical methods, machine learning algorithms, or other analytical techniques depending on the complexity of the data.

3. **Latency SLA Target Setting**: Based on the identified patterns, set reasonable latency targets that are defensible and achievable within a given timeframe. Defensibility means ensuring these targets can withstand scrutiny by stakeholders without being overly optimistic or pessimistic.

4. **Cost Sensitivity Guidance**: Determine how different workload patterns affect costs. This might involve calculating cost per unit of performance (CUPP) for various scenarios, which helps in guiding decisions on optimizing resource allocation and scaling appropriately to meet latency SLA targets while minimizing costs.

5. **Clustering and Profiling Steps**:
   - Clustering: Group similar workload patterns together based on their characteristics or behaviors.
   - Profiling: Identify the most common or critical patterns that significantly impact performance, cost, or other key metrics.

6. **Implementation of Strategies**: Apply the identified strategies to real-world scenarios by adjusting resource allocation, optimizing algorithms, and monitoring system performance continuously to ensure compliance with latency SLA targets and cost sensitivity guidelines.

By following these steps, we can effectively turn observed production workload patterns into defensible latency SLA targets and cost sensitivity guidance, making our decisions more robust and reliable.","Use the playbook's evidence-first pipeline: (1) sample 1-5% of production traffic for 1-2 weeks and emit compact workload signatures (e.g., seq_len, input/output tokens, KV cache hit, streaming flag, client tier, model hint); (2) cluster signatures offline (k-means/hierarchical) on normalized features and save centroids plus p50/p90/p99 per field; (3) profile each representative cluster via controlled replays (~10k requests) across model variants and runtime configs (batching, quantization, kernels), collecting p50/p90/p99 and tail latency, throughput, GPU/memory pressure, failures, and cost/request from the cost model; (4) propose SLO buckets per cluster that are achievable with confidence (e.g., set p95 target to profiling p90 + ~15% buffer, and cap error-rate targets to observed mean + 3σ but ≤1%); (5) attach cost-sensitivity guidance and fallback policy showing latency/cost deltas for actions like increasing batch size, enabling Q4/Q5 quantization, or routing some traffic to a cheaper model, with automatic thresholds; then review/publish with owners and deploy dashboards/alerts for per-cluster SLIs and cost monitoring with periodic revalidation.",0.0,0.95,0.65
P_recursive_none_sparse_bm25_flat_none,qst_0128,"When are production changes normally allowed to be deployed, and what are the default business hours change window?","[""Cannot find relevant context.""]","Production changes can typically be deployed during off-hours or when there is no major traffic on the system. The default business hours for this change window vary depending on the specific organization's policies and procedures but generally fall within standard office hours such as 9 AM to 5 PM, Monday through Friday.",Production changes are normally deployed during the default change window and are not allowed during declared change freezes. The default business-hours change window is weekdays 09:00-16:00 local time for the primary owning team.,0.0,0.95,0.5
P_recursive_none_sparse_bm25_flat_none,qst_0142,What uptime and latency service level targets are stated for the hosted versus reserved/dedicated LLM inference offering in the SaaS go-to-market brief?,"[""Cannot find relevant context.""]","The question asks about uptime and latency service level targets for two different offerings of the hosted, reserved, or dedicated LLM (Large Language Model) inference. However, the provided context does not contain specific information about these targets. Therefore, based on the available data:

- The context mentions ""hosted versus reserved/dedicated LLM inference offering"" but does not provide details on uptime and latency service level targets for either option.
  
Since there is insufficient information to answer the question accurately with the given contexts, the appropriate response is: Cannot find relevant context.","Hosted targets 99.9% regional uptime and typically delivers P95 latency of 80-180ms for chat flows (short prompts, <256 tokens). Dedicated/reserved targets a contract-backed 99.95% uptime with a P99 latency target of <250ms.",1.0,0.9,0.0
P_recursive_none_sparse_bm25_flat_none,qst_0150,What are the required permission scopes for an API key when SDK examples fail with a 401 unauthorized error during developer onboarding?,"[""Cannot find relevant context.""]","The required permission scope for an API key should be set to ""Read"" and ""Write"". This ensures that the API key has the necessary permissions to access and modify data within the system.",The API key must include the permission scopes: inference:invoke and metrics:read.,0.0,0.95,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0174,What are the required fields that each entry in the contract conformance results ledger must include?,"[""Cannot find relevant context.""]","The required fields for each entry in the contract conformance results ledger are:

1. Contract ID - This field uniquely identifies a specific contract.
2. Conformance Type - Specifies whether the conformance is based on compliance, accuracy, or other criteria.
3. Date of Conformance Check - Indicates when the conformance was verified.
4. Status - Describes the current status of the entry (e.g., pending, approved, rejected).
5. Result Details - Provides detailed information about the outcome of the conformance check.
6. User Name - Identifies who performed or reviewed the conformance check.

These fields collectively provide a comprehensive record of each entry's details and status in relation to contract conformance results.","Each contract conformance results ledger entry must include: timestamp, service_a, service_a_version, service_b, service_b_version, endpoint, dcts_version, test_case_id, result (pass|fail), failure_reason, and run_id.",0.0,1.0,0.2
P_recursive_none_sparse_bm25_flat_none,qst_0183,"What are the specific gate thresholds used to automatically decide whether a compressed model variant is allowed, canaried, or blocked, including the limits for chat similarity drop, code pass rate change, retrieval embedding quality, and acceptable latency and cost changes?","[""Cannot find relevant context.""]","The specific gate thresholds used to automatically decide whether a compressed model variant is allowed, canaryed, or blocked are as follows:

- Chat Similarity Drop: The threshold must be less than 5%.
- Code Pass Rate Change: The change in the code pass rate should not exceed ±20%.
- Retrieval Embedding Quality: The quality of retrieval embeddings must meet a minimum standard to avoid blocking.
- Acceptable Latency and Cost Changes: These changes are limited within ±10% for both latency and cost.","The Lab gates compressed variants on primary-metric thresholds: for chat/completion, mean embedding-cosine drop must be ≤ 0.012 and the 99th-percentile semantic delta must be ≤ 0.02; for code generation, pass@1 drop must be ≤ 1.5 percentage points and compilation-failure delta must be ≤ 0.5pp; for embeddings, mean cosine-similarity drop must be ≤ 0.015 and downstream retrieval MAP drop must be ≤ 0.8%. For latency/cost, p50 latency must not increase by more than 8% (for the target serving config) and cost per unit must decrease by at least 12%; any primary-threshold breach yields FAIL (block), while primary pass with secondary/edge-slice regressions above 95th-percentile thresholds yields WARN for manual review (often leading to a canary recommendation).",0.0,0.95,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0190,"In the February 2026 update to our inference tuning product, what change caused older route configuration payloads to start getting rejected with a 400 error, and what field needs to be removed to fix it?","[""Cannot find relevant context.""]","The change that caused older route configuration payloads to start being rejected with a 400 error in the February 2026 update of our inference tuning product was the removal of the ""route"" field. To fix this issue, you need to remove the ""route"" field from your payload.","Older route configuration payloads started getting 400 errors because Optimize 1.3 removed the deprecated heuristic-only field `optimize.legacy_hint` and now rejects API calls that include it. To fix it, remove `optimize.legacy_hint` from any saved route config payloads.",0.0,0.95,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0197,"During a major production outage, what is the prescribed sequence of actions for the first 60 to 90 minutes, from opening the live coordination call through confirming the service is healthy again?","[""Cannot find relevant context.""]","During a major production outage, the prescribed sequence of actions for the first 60 to 90 minutes, starting with opening the live coordination call and concluding with confirming that the service is healthy again, typically involves several key steps:

1. **Identify the Root Cause**: Quickly assess the nature of the outage by gathering information from affected users or systems.
2. **Communicate with Stakeholders**: Notify relevant stakeholders such as IT support teams, business units, and customers about the potential cause(s) of the outage.
3. **Initiate Troubleshooting**: Begin troubleshooting to identify where the problem might be originating. This could involve checking logs, reviewing configuration files, or performing other diagnostic checks.
4. **Execute Temporary Fixes**: Implement temporary fixes that can stabilize the service until a permanent solution is found. These may include disabling affected services temporarily, restarting components, or applying patches.
5. **Monitor System Health**: Continuously monitor the system to ensure that any issues are being resolved and that there are no further disruptions.
6. **Reopen Live Coordination Call**: Once it has been confirmed that the service is stable enough for normal operations (typically after a period of time where the outage was expected), reopen the live coordination call with stakeholders to discuss next steps.

This sequence aims to quickly address the issue, stabilize the system, and inform all relevant parties about the situation.","Follow the Ten-Step Restoration Sprint: (1) Acknowledge the alert and open the incident bridge (Zoom/Meet), create the incident channel (#inc-xxxx), and post initial status (0-5m). (2) Perform quick impact triage by confirming affected services via dashboards and classifying scope (regional/global; data/control plane), then produce a short impact statement (5-10m). (3) Stabilize traffic using graduated controls (rate limits, routing/traffic division to healthy regions) and, where available, fall back to lighter model variants or reduced sequence-length modes (10-20m). (4) Execute a hotfix window by applying validated, small, reversible mitigations from the relevant service runbooks and document all changes in the incident channel (20-40m). (5) Validate restoration by running synthetic probes and verifying p95/p99 latency and error rates are returning to baseline, capturing pre/post metrics and commands used (30-50m).",0.0,0.98,0.55
P_recursive_none_sparse_bm25_flat_none,qst_0210,"What is the numeric rule that turns recent automated test slice failure patterns plus latency and vector drift into a single 0 to 100 release risk score that decides whether to proceed, slow down, pause, or revert a staged model change?","[""Cannot find relevant context.""]","The numeric rule that turns recent automated test slice failure patterns plus latency and vector drift into a single 0 to 100 release risk score is not explicitly provided in the given contexts. Therefore, based on the available information, it cannot be determined what this specific numeric rule entails.","The protocol computes a Decision Score (DS) on a 0-100 scale as DS = clamp(SS + LP + DF, 0, 100), where SS = 100 * (∑p w_p * (failure_count_p / max(1,total_calls_p)) / ∑p w_p), LP = 10 * max(0, (median_latency_ms − latency_slo_ms)/latency_slo_ms) clipped at 30, and DF = 50 * (95th-percentile embedding_drift_score normalized against baseline drift). Actions map to DS as: ≤15 GO, 15-35 CAUTION (slow to 10%), 35-60 HOLD (pause), and >60 ROLLBACK (revert).",1.0,0.2,0.0
P_recursive_none_sparse_bm25_flat_none,qst_0216,"In our cross team outage process, what is the expected update rhythm for the shared incident channel from the first message through containment, including when the interval should be shortened?","[""Cannot find relevant context.""]","The expected update rhythm for the shared incident channel in your cross-team outage process includes:

- From the first message to containment, the interval should not be shorter than 24 hours.
- After containment, the interval can be reduced to every 12 hours.","Post the initial Status-Wire update by T+10 minutes (include impact, affected services, mitigations in progress, and state the next update in 30 minutes). Follow with an update at T+30 minutes, then continue every 30-60 minutes until containment; shorten the cadence to every 15 minutes if the incident is customer-impacting or uncertainty is high.",0.0,1.0,0.2
P_recursive_none_sparse_bm25_flat_none,qst_0221,"When someone new starts at Redwood Inference, what is the target turnaround time for getting them fully set up with accounts and tools in North America versus Europe/Asia-Pacific?","[""Cannot find relevant context.""]","The question does not provide enough specific information to determine a precise answer. The contexts do not mention any particular target turnaround times or details about setup processes for new employees at Redwood Inference specifically regarding accounts, tools, or geographical regions (North America vs. Europe/Asia-Pacific). Therefore, the appropriate response is that there is insufficient context provided to answer this question accurately.",Redwood Inference's target new-hire full provisioning SLA is 5 business days for the US (North America) and 10 business days for EMEA/APAC (Europe and Asia-Pacific).,1.0,1.0,0.25
P_recursive_none_sparse_bm25_flat_none,qst_0222,"Where can I find the internal one stop reference page that summarizes how our company handles approvals and SLAs for access requests, production changes, data retention, purchasing thresholds, vendor onboarding, and business travel, including links to the standard request templates?","[""Cannot find relevant context.""]","The internal one-stop reference page you are looking for can be found in the ""Approval and SLA Management"" section of our company's knowledge base. This page summarizes how we handle approvals and service level agreements (SLAs) related to access requests, production changes, data retention, purchasing thresholds, vendor onboarding, and business travel. It also includes links to standard request templates that can be used for these types of requests.","Use the Confluence page titled **""Operational Flows and Policy Gallery""**-it's the single-entry reference that summarizes approval paths and SLAs for access, change management, data retention, procurement, vendor onboarding, and travel. The standard request templates are linked in the **""Templates and artifacts (canonical)""** section (e.g., /confluence/templates/access-request-template, /confluence/templates/change-request-template, /confluence/templates/data-deletion-request, /confluence/templates/vendor-onboarding-checklist, /confluence/templates/requisition-lowvalue, /confluence/templates/expense-report-template).",0.0,1.0,0.75
P_recursive_none_sparse_bm25_flat_none,qst_0234,"During the rollout of the new version of our inference cost optimizer, what is the suggested traffic ramp schedule for moving from a small canary to full production, including the minimum stabilization wait between increases?","[""Cannot find relevant context.""]","The suggested traffic ramp schedule for moving from a small canary to full production during the rollout of the new version of your inference cost optimizer includes the following steps:

1. **Initial Traffic Increase**: Start by increasing the traffic slightly on the first day, say 5%.
2. **Monitor Performance**: After the initial increase, monitor the performance closely for any issues or unexpected behavior.
3. **Gradual Increase**: Continue to gradually increase the traffic over subsequent days until reaching 100%. This can be done in increments of 5%, such as 5%, 10%, and so on.
4. **Stabilization Period**: After each increase, allow a minimum stabilization period before increasing again. The suggested minimum stabilization wait between increases is typically around 2-3 days.

This approach helps ensure that the new version performs well under production traffic conditions without causing any significant disruptions or issues.","The recommended ramp is to increase traffic in doubling increments from canary to full production: 10% → 20% → 40% → 80% → 100%, waiting for telemetry to stabilize after each step for at least 24 hours before increasing again.",0.0,1.0,0.5
P_recursive_none_sparse_bm25_flat_none,qst_0236,"In our multi-customer GPU inference environment, what is the CI-based tool that spins up a sandbox network setup and drives synthetic traffic patterns to catch regressions in outbound routing and bandwidth fairness before infrastructure changes land?","[""Cannot find relevant context.""]","The CI-based tool you are referring to is called ""Sandbox Network Setup"" or ""Synthetic Traffic Patterns"". This tool is used in our multi-customer GPU inference environment to spin up a sandbox network setup and drive synthetic traffic patterns. It helps catch regressions in outbound routing and bandwidth fairness before infrastructure changes land.","It's the Tenant Egress Isolation CI Simulator-an automated CI test harness (with a controller plus a Python traffic generator and sandbox Terraform checks) that spins up ephemeral network modules and drives synthetic tenant traffic to validate egress routing, tenant isolation, and cross-tenant bandwidth fairness before changes reach production.",0.0,0.7,0.65
P_recursive_none_sparse_bm25_flat_none,qst_0248,"In our hiring workflow, what happens when a candidate is strong but the pay we want to offer is about 20 percent above the middle of the internal range, specifically who has to approve it?","[""Cannot find relevant context.""]","When a candidate is strong and you are offering them a salary that is approximately 20% higher than the median salary within your company's internal range, typically this situation would require approval from at least two levels:

1. **Human Resources (HR) Approval**: The first level of approval would likely come from HR or a designated HR representative who oversees compensation and benefits.
   
2. **Manager Approval**: After obtaining HR's approval, the next step is usually for the candidate to present their salary proposal to their immediate manager. This manager will then review the proposal and make any necessary adjustments before finalizing it.

These two approvals ensure that both internal policies (HR) and external market standards (managerial input) are considered in the compensation decision-making process.","An offer at about 20% above the band midpoint falls into the +10% to +25% range, so it requires sign-off from the Hiring Manager and the HR Business Partner (HRBP).",0.0,0.95,0.7
P_recursive_none_sparse_bm25_flat_none,qst_0252,"In our incident response process, what is the rule for when a quick time-boxed after-action review is acceptable instead of writing the full formal analysis, based on impact duration and whether the issue hit one customer versus many?","[""Cannot find relevant context.""]","The rule for deciding if a quick time-boxed after-action review can replace a full formal analysis in your incident response process depends on two key factors:

1. **Impact Duration**: The length of the incident's impact is crucial. If the incident has a short duration, it suggests that the issue was contained and resolved quickly without significant consequences to customers or operations.

2. **Number of Customers Affected**: Whether the incident affected one customer versus many also plays a role in this decision. A single customer incident might be handled with a quick review rather than a full analysis if the impact is minimal, such as a temporary service disruption that can be quickly restored without causing significant inconvenience to the customer.

In summary, for an incident where the duration of impact is short and only one or a few customers were affected, a quick time-boxed after-action review might be acceptable instead of writing a full formal analysis.","A quick Deferred Postmortem (DPM) is acceptable when the incident is single-tenant and had less than 30 minutes of customer-visible impact (with a known cause and effective mitigation applied at resolution). If it impacted multiple tenants (e.g., multi-tenant Sev2) or is Sev1, a full postmortem is required.",0.0,1.0,0.65
P_recursive_none_sparse_bm25_flat_none,qst_0259,"In the disconnected installer package for the on prem product, what are the mandatory items that must exist at the top level of the extracted folder before the installer will accept it (including the signed inventory files and the human instructions file)?","[""Cannot find relevant context.""]","The mandatory items that must exist at the top level of the extracted folder in a disconnected installer package for an on-prem product, including the signed inventory files and the human instructions file, are:

1. The signed inventory files.
2. The human instructions file.

These two files are essential components required by the installer to proceed with the installation process.","At the bundle root (the single directory you extract to), the installer expects these top-level files: `manifest.json` (required), `manifest.sig` (required for signed/normal bundles; only optional for explicitly approved break-glass bundles), and `README.txt` (required).",0.0,0.95,0.5
P_recursive_none_sparse_bm25_flat_none,qst_0270,"Which bank client got a temporary signoff to keep normal processing in Europe but let traffic switch to a US site only during disaster recovery drills or when the EU cluster is degraded, with payload logging turned off, and what were the start and end dates of that allowance?","[""Cannot find relevant context.""]",The bank client who received a temporary sign-off for keeping normal processing in Europe while allowing traffic to switch to a US site during disaster recovery drills or when the EU cluster was degraded had their permission granted from October 2018 to February 2019. The payload logging was turned off during this period as well.,"The client was NordBank AB, and the temporary exception allowing US (us-east) failover only during DR tests or when eu-west is degraded (with payload logging disabled) ran from 2025-02-15 through 2025-05-31.",0.0,1.0,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0272,What is the default time window the company targets for routine internal approvals across operational requests?,"[""Cannot find relevant context.""]",The default time window the company targets for routine internal approvals across operational requests is 7 days.,The target SLA for routine internal approvals is 72 business hours.,0.0,1.0,0.25
P_recursive_none_sparse_bm25_flat_none,qst_0294,"In the internal workshop where we deliberately sabotage a client library via a local proxy to test resiliency, what exact fields are required in the saved run trace file format (the per-span identifiers, timestamps, and the single flattened attributes string) so our baseline and failure runs are comparable?","[""Cannot find relevant context.""]","To ensure that your baseline and failure runs from the internal workshop where you deliberately sabotage a client library via a local proxy for testing resiliency can be compared, the exact fields required in the saved run trace file format (including per-span identifiers, timestamps, and the single flattened attributes string) should be:

1. **Per-Span Identifiers**: These are unique identifiers that allow you to track specific spans within your traces. They help in distinguishing between different parts of a transaction or operation.

2. **Timestamps**: Timestamps provide chronological order information, which is crucial for understanding the sequence of events and their timing relative to each other.

3. **Single Flattened Attributes String**: This field contains all attributes associated with spans in a flattened format. It simplifies the trace data by combining multiple attributes into one string, making it easier to parse and compare across different runs or baselines.

By ensuring these fields are included consistently in your saved run trace files, you can accurately compare baseline and failure runs, facilitating effective analysis of resiliency testing outcomes.","The lab's golden trace must be a JSON file with a top-level array of spans, and each span must include these string fields: trace_id, span_id, parent_id (nullable; use an empty string if none), name, start_ts (ISO 8601), end_ts (ISO 8601), and attributes (a single flattened comma-separated key=value string that includes at least model_variant, token_count, route_key, and billing_unit).",0.0,0.95,0.5
P_recursive_none_sparse_bm25_flat_none,qst_0327,"In the Unified Inference Consumption Paradigm overview, what are the two unit primitives used for billing, and where is the referenced Confluence file that contains the pricing catalog and token definitions for them?","[""Cannot find relevant context.""]","In the Unified Inference Consumption Paradigm overview, the two unit primitives used for billing are ""tokens"" and ""tokens"". The referenced Confluence file that contains the pricing catalog and token definitions for these primitives is located at ""/confluence/2019-03-04/inference-consumption-pricing/catalog.json"".","The two billing unit primitives are the token-generation-unit (TGU) and the embedding-unit (EU). The pricing catalog and token definitions for them are referenced in the Confluence file at ""/confluence/product-docs/pricing-and-packaging/token-bundle-flex-enterprise-metering-2026-08-20.json"".",0.0,0.95,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0338,"Who owns the mixed-priority cgroup and soft-quota playbook for multi-tenant inference, and what is the best email or Slack channel to contact for rollout coordination?","[""Cannot find relevant context.""]","The mixed-priority cgroup and soft-quota playbook for multi-tenant inference is owned by the team that developed it. For contacting the best email or Slack channel to coordinate a rollout, please refer to the specific information provided in the contexts.","The playbook is owned by infra-scheduling@redwood.com (eng-infra), with serving-runtime@redwood.com as the secondary owner. For rollout coordination, contact infra-scheduling@redwood.com or open a ticket in the #infra-scheduling Slack channel.",0.0,0.3,0.3
P_recursive_none_sparse_bm25_flat_none,qst_0353,"Before we re-enable paging and hook perf-canary into rollout gates, what exact baseline key, min-sample requirements, and incident-bot dedupe key should we enforce to avoid another false-positive alert storm?","[""Cannot find relevant context.""]","To avoid a false-positive alert storm after re-enabling paging and integrating perf-canary with rollout gates, the following specific baseline keys, minimum sample requirements, and incident-bot deduplication key should be enforced:

1. **Baseline Key**: Ensure that the baseline key used for monitoring is consistent across all environments to prevent discrepancies in data interpretation.
2. **Min-Sample Requirements**: Set a stringent minimum number of samples required before an alert can be triggered to ensure only significant issues are flagged, reducing false positives.
3. **Incident-Bot Dedupe Key**: Implement a unique deduplication key for incident-bot alerts to avoid multiple notifications from the same event being sent out simultaneously.

These measures help in maintaining accurate and reliable monitoring without triggering unnecessary alerts during the transition period.","Baseline comparisons must use the fixed/immutable baseline keyed like-for-like on: model_id + model_version + runtime_build_id + kernel_set_id (kernel selection/version identifier) + hardware_sku, with region and/or capacity_tier only if we explicitly maintain separate baselines for them; explicitly do not include prompt bucket/shape, run_id, route, or other transient labels. Min-samples gate: per key per evaluation window require >=200 successful requests for latency; for tokens/sec require >=200 successful requests AND >=50,000 total generated tokens; if not met, do not change alert state. Incident-bot dedupe key must include: model_id + model_version + runtime_build_id + kernel_set_id + hardware_sku (+ region if present) + metric_type/alert_type + severity.",0.0,0.85,0.35
